"","Geneid","Length","E1_cpm","E2_cpm","E3_cpm","E4_cpm","E5_cpm","E6_cpm","CPM_mean","CPM_stdev"
"15627","trnaq-cug_175",72,0,0,0,0,0,0,0,0
"15628","trnai-aau_206",74,0,0,0,0,0,0,0,0
"15629","trnaf-gaa_152",73,0,0,0,0,0,0,0,0
"15630","trnaq-cug_176",72,0,0,0,0,0,0,0,0
"15631","trnai-aau_207",74,0,0,0,0,0,0,0,0
"15632","trnan-auu_5",73,0,0,0,0,0,0,0,0
"15633","trnan-guu_215",74,0,0,0,0,0,0,0,0
"15634","trnak-cuu_224",73,0,0,0,0,0,0,0,0
"15635","LOC137491102",6441,0,0,0,0,0,0,0,0
"15636","LOC110439525",2797,0,0,0,0,0,0,0,0
"15637","trnas-aga_167",82,0,0,0,0,0,0,0,0
"15638","trnak-uuu_201",73,0,0,0,0,0,0,0,0
"15639","trnah-gug_108",72,0,0,0,0,0,0,0,0
"15640","trnas-uga_90",82,0,0,0,0,0,0,0,0
"15641","trnak-uuu_202",73,0,0,0,0,0,0,0,0
"15642","trnas-aga_168",82,0,0,0,0,0,0,0,0
"15643","trnak-uuu_203",73,0,0,0,0,0,0,0,0
"15644","trnas-aga_169",82,0,0,0,0,0,0,0,0
"15645","trnak-uuu_204",73,0,0,0,0,0,0,0,0
"15646","trnas-aga_170",82,0,0,0,0,0,0,0,0
"15647","trnak-uuu_205",73,0,0,0,0,0,0,0,0
"15648","trnas-aga_171",82,0,0,0,0,0,0,0,0
"15649","trnak-uuu_206",73,0,0,0,0,0,0,0,0
"15650","trnas-aga_172",82,0,0,0,0,0,0,0,0
"15651","trnak-uuu_207",73,0,0,0,0,0,0,0,0
"15652","LOC141381535",1749,0,0,0,0,0,0,0,0
"15653","trnaq-uug_12",72,0,0,0,0,0,0,0,0
"15654","trnai-aau_208",74,0,0,0,0,0,0,0,0
"15655","trnaq-cug_177",72,0,0,0,0,0,0,0,0
"15656","trnai-aau_209",74,0,0,0,0,0,0,0,0
"15657","trnaq-cug_178",72,0,0,0,0,0,0,0,0
"15658","trnai-aau_210",74,0,0,0,0,0,0,0,0
"15659","trnaq-cug_179",72,0,0,0,0,0,0,0,0
"15660","trnai-aau_211",74,0,0,0,0,0,0,0,0
"15661","trnaq-cug_180",72,0,0,0,0,0,0,0,0
"15662","trnai-aau_212",74,0,0,0,0,0,0,0,0
"15663","trnaq-cug_181",72,0,0,0,0,0,0,0,0
"15664","trnai-aau_213",74,0,0,0,0,0,0,0,0
"15665","trnaq-cug_182",72,0,0,0,0,0,0,0,0
"15666","trnai-aau_214",74,0,0,0,0,0,0,0,0
"15667","trnai-aau_215",74,0,0,0,0,0,0,0,0
"15668","LOC137491149",847,0,0,0,0,0,0,0,0
"15669","LOC101886407",2468,0,0,0,0,0,0,0,0
"15670","LOC137491135",4883,0,0,0,0,0,0,0,0
"15671","LOC141381871",2071,0,0,0,0,0,0,0,0
"15672","trnae-cuc_105",72,0,0,0,0,0,0,0,0
"15673","trnay-gua_98",73,0,0,0,0,0,0,0,0
"15674","trnae-uuc_92",72,0,0,0,0,0,0,0,0
"15675","LOC137491169",990,0,0,0,0,0,0,0,0
"15676","LOC101884463",1225,0,0,0,0,0,0,0,0
"15677","znf1113",2726,0,0,0,0,0,0,0,0
"15678","trnat-agu_151",74,0,0,0,0,0,0,0,0
"15679","LOC100329723",2980,0,0,0,0,0,0,0,0
"15680","LOC108183820",5465,0,0,0,0,0,0,0,0
"15681","LOC141381859",2424,0,0,0,0,0,0,0,0
"15682","LOC141381986",1404,0,0,0,0,0,0,0,0
"15683","LOC137491444",1537,0,0,0,0,0,0,0,0
"15684","LOC137491128",4993,0,0,0,0,0,0,0,0
"15685","trnat-cgu_37",74,0,0,0,0,0,0,0,0
"15686","trnat-ugu_143",74,0,0,0,0,0,0,0,0
"15687","trnar-ucu_87",73,0,0,0,0,0,0,0,0
"15688","trnat-agu_152",74,0,0,0,0,0,0,0,0
"15689","trnat-cgu_38",74,0,0,0,0,0,0,0,0
"15690","trnal-uag_113",82,0,0,0,0,0,0,0,0
"15691","trnal-aag_117",82,0,0,0,0,0,0,0,0
"15692","trnal-uag_114",82,0,0,0,0,0,0,0,0
"15693","trnal-aag_118",82,0,0,0,0,0,0,0,0
"15694","trnal-uag_115",82,0,0,0,0,0,0,0,0
"15695","trnal-uag_116",82,0,0,0,0,0,0,0,0
"15696","trnal-aag_119",82,0,0,0,0,0,0,0,0
"15697","LOC137491086",2086,0,0,0,0,0,0,0,0
"15698","LOC100331219",3158,0,0,0,0,0,0,0,0
"15699","trnak-cuu_225",73,0,0,0,0,0,0,0,0
"15700","trnas-aga_173",82,0,0,0,0,0,0,0,0
"15701","trnak-uuu_208",73,0,0,0,0,0,0,0,0
"15702","trnas-aga_174",82,0,0,0,0,0,0,0,0
"15703","trnak-uuu_209",73,0,0,0,0,0,0,0,0
"15704","trnah-gug_109",72,0,0,0,0,0,0,0,0
"15705","trnas-aga_175",82,0,0,0,0,0,0,0,0
"15706","trnak-uuu_210",73,0,0,0,0,0,0,0,0
"15707","trnah-gug_110",72,0,0,0,0,0,0,0,0
"15708","trnas-uga_91",82,0,0,0,0,0,0,0,0
"15709","trnas-uga_92",82,0,0,0,0,0,0,0,0
"15710","LOC110439530",671,0,0,0,0,0,0,0,0
"15711","trnaq-cug_183",72,0,0,0,0,0,0,0,0
"15712","trnai-aau_216",74,0,0,0,0,0,0,0,0
"15713","LOC137491443",4749,0,0,0,0,0,0,0,0
"15714","LOC137493719",119,0,0,0,0,0,0,0,0
"15715","LOC137491131",9439,0,0,0,0,0,0,0,0
"15716","LOC100331072",6784,0,0,0,0,0,0,0,0
"15717","trnag-ccc_87",71,0,0,0,0,0,0,0,0
"15718","trnag-ccc_88",71,0,0,0,0,0,0,0,0
"15719","trnag-ccc_89",71,0,0,0,0,0,0,0,0
"15720","trnag-gcc_200",71,0,0,0,0,0,0,0,0
"15721","trnag-gcc_201",71,0,0,0,0,0,0,0,0
"15722","trnag-ccc_90",71,0,0,0,0,0,0,0,0
"15723","trnag-ccc_91",71,0,0,0,0,0,0,0,0
"15724","trnag-ccc_92",71,0,0,0,0,0,0,0,0
"15725","trnag-ccc_93",71,0,0,0,0,0,0,0,0
"15726","trnag-gcc_202",71,0,0,0,0,0,0,0,0
"15727","trnag-gcc_203",71,0,0,0,0,0,0,0,0
"15728","trnag-gcc_204",71,0,0,0,0,0,0,0,0
"15729","trnag-ccc_94",71,0,0,0,0,0,0,0,0
"15730","trnag-ccc_95",71,0,0,0,0,0,0,0,0
"15731","trnag-gcc_205",71,0,0,0,0,0,0,0,0
"15732","trnag-gcc_206",71,0,0,0,0,0,0,0,0
"15733","LOC137491130",2436,0,0,0,0,0,0,0,0
"15734","trnar-ucg_35",73,0,0,0,0,0,0,0,0
"15735","trnae-uuc_93",72,0,0,0,0,0,0,0,0
"15736","trnay-gua_99",73,0,0,0,0,0,0,0,0
"15737","trnar-acg_70",73,0,0,0,0,0,0,0,0
"15738","trnae-uuc_94",72,0,0,0,0,0,0,0,0
"15739","trnay-gua_100",73,0,0,0,0,0,0,0,0
"15740","trnar-acg_71",73,0,0,0,0,0,0,0,0
"15741","LOC137494445",164,0,0,0,0,0,0,0,0
"15742","LOC137494461",164,0,0,0,0,0,0,0,0
"15743","trnal-cag_215",83,0,0,0,0,0,0,0,0
"15744","trnav-cac_184",73,0,0,0,0,0,0,0,0
"15745","trnav-aac_192",73,0,0,0,0,0,0,0,0
"15746","trnal-cag_216",83,0,0,0,0,0,0,0,0
"15747","trnav-aac_193",73,0,0,0,0,0,0,0,0
"15748","LOC137489693",3496,0,0,0,0,0,0,0,0
"15749","LOC137489694",2952,0,0,0,0,0,0,0,0
"15750","LOC141381808",3686,0,0,0,0,0,0,0,0
"15751","trnat-agu_153",74,0,0,0,0,0,0,0,0
"15752","trnas-gcu_181",82,0,0,0,0,0,0,0,0
"15753","trnas-cga_23",82,0,0,0,0,0,0,0,0
"15754","trnae-uuc_95",73,0,0,0,0,0,0,0,0
"15755","LOC141381816",8812,0,0,0,0,0,0,0,0
"15756","trnas-gcu_182",82,0,0,0,0,0,0,0,0
"15757","trnas-gcu_183",82,0,0,0,0,0,0,0,0
"15758","trnas-gcu_184",82,0,0,0,0,0,0,0,0
"15759","trnas-gcu_185",86,0,0,0,0,0,0,0,0
"15760","trnas-gcu_186",82,0,0,0,0,0,0,0,0
"15761","trnal-aag_120",81,0,0,0,0,0,0,0,0
"15762","trnal-uag_117",81,0,0,0,0,0,0,0,0
"15763","trnal-aag_121",82,0,0,0,0,0,0,0,0
"15764","trnal-uag_118",82,0,0,0,0,0,0,0,0
"15765","trnal-aag_122",82,0,0,0,0,0,0,0,0
"15766","trnal-uag_119",82,0,0,0,0,0,0,0,0
"15767","trnal-aag_123",82,0,0,0,0,0,0,0,0
"15768","trnal-uag_120",82,0,0,0,0,0,0,0,0
"15769","trnal-aag_124",82,0,0,0,0,0,0,0,0
"15770","trnal-uag_121",82,0,0,0,0,0,0,0,0
"15771","trnal-aag_125",82,0,0,0,0,0,0,0,0
"15772","trnal-uag_122",82,0,0,0,0,0,0,0,0
"15773","LOC141381800",4563,0,0,0,0,0,0,0,0
"15774","trnae-cuc_106",72,0,0,0,0,0,0,0,0
"15775","trnay-gua_101",73,0,0,0,0,0,0,0,0
"15776","trnae-uuc_96",72,0,0,0,0,0,0,0,0
"15777","trnar-acg_72",73,0,0,0,0,0,0,0,0
"15778","trnae-cuc_107",72,0,0,0,0,0,0,0,0
"15779","trnay-gua_102",73,0,0,0,0,0,0,0,0
"15780","trnae-uuc_97",72,0,0,0,0,0,0,0,0
"15781","trnar-ccg_28",73,0,0,0,0,0,0,0,0
"15782","LOC103909901",3104,0,0,0,0,0,0,0,0
"15783","LOC101884655",3089,0,0,0,0,0,0,0,0
"15784","trnat-agu_154",74,0,0,0,0,0,0,0,0
"15785","trnav-aac_194",73,0,0,0,0,0,0,0,0
"15786","trnav-cac_185",73,0,0,0,0,0,0,0,0
"15787","trnal-cag_217",83,0,0,0,0,0,0,0,0
"15788","trnav-aac_195",73,0,0,0,0,0,0,0,0
"15789","trnav-cac_186",73,0,0,0,0,0,0,0,0
"15790","trnal-cag_218",83,0,0,0,0,0,0,0,0
"15791","trnav-aac_196",73,0,0,0,0,0,0,0,0
"15792","trnam-cau_139",73,0,0,0,0,0,0,0,0
"15793","trnal-cag_219",83,0,0,0,0,0,0,0,0
"15794","trnav-aac_197",73,0,0,0,0,0,0,0,0
"15795","trnam-cau_140",73,0,0,0,0,0,0,0,0
"15796","trnal-cag_220",83,0,0,0,0,0,0,0,0
"15797","trnav-aac_198",73,0,0,0,0,0,0,0,0
"15798","trnam-cau_141",73,0,0,0,0,0,0,0,0
"15799","trnal-cag_221",83,0,0,0,0,0,0,0,0
"15800","trnav-aac_199",73,0,0,0,0,0,0,0,0
"15801","trnam-cau_142",73,0,0,0,0,0,0,0,0
"15802","trnal-cag_222",83,0,0,0,0,0,0,0,0
"15803","trnav-aac_200",73,0,0,0,0,0,0,0,0
"15804","trnam-cau_143",73,0,0,0,0,0,0,0,0
"15805","trnal-cag_223",83,0,0,0,0,0,0,0,0
"15806","LOC137494462",163,0,0,0,0,0,0,0,0
"15807","LOC137494529",107,0,0,0,0,0,0,0,0
"15808","LOC137494513",107,0,0,0,0,0,0,0,0
"15809","LOC137495014",107,0,0,0,0,0,0,0,0
"15810","LOC137494512",107,0,0,0,0,0,0,0,0
"15811","LOC137494528",106,0,0,0,0,0,0,0,0
"15812","LOC137494687",107,0,0,0,0,0,0,0,0
"15813","LOC137494515",107,0,0,0,0,0,0,0,0
"15814","LOC137495044",107,0,0,0,0,0,0,0,0
"15815","LOC137495043",107,0,0,0,0,0,0,0,0
"15816","LOC137494846",107,0,0,0,0,0,0,0,0
"15817","LOC137494875",107,0,0,0,0,0,0,0,0
"15818","LOC137494686",107,0,0,0,0,0,0,0,0
"15819","LOC137494685",107,0,0,0,0,0,0,0,0
"15820","LOC137495017",106,0,0,0,0,0,0,0,0
"15821","LOC137494527",107,0,0,0,0,0,0,0,0
"15822","LOC137495003",107,0,0,0,0,0,0,0,0
"15823","LOC137494934",107,0,0,0,0,0,0,0,0
"15824","LOC137495077",107,0,0,0,0,0,0,0,0
"15825","trnak-uuu_211",73,0,0,0,0,0,0,0,0
"15826","trnas-aga_176",82,0,0,0,0,0,0,0,0
"15827","trnak-uuu_212",73,0,0,0,0,0,0,0,0
"15828","trnas-aga_177",82,0,0,0,0,0,0,0,0
"15829","trnak-uuu_213",73,0,0,0,0,0,0,0,0
"15830","trnas-aga_178",82,0,0,0,0,0,0,0,0
"15831","trnas-aga_179",82,0,0,0,0,0,0,0,0
"15832","trnah-gug_111",72,0,0,0,0,0,0,0,0
"15833","trnak-uuu_214",73,0,0,0,0,0,0,0,0
"15834","trnas-aga_180",82,0,0,0,0,0,0,0,0
"15835","trnak-uuu_215",73,0,0,0,0,0,0,0,0
"15836","trnas-aga_181",82,0,0,0,0,0,0,0,0
"15837","LOC137491442",6082,0,0,0,0,0,0,0,0
"15838","trnas-gcu_187",82,0,0,0,0,0,0,0,0
"15839","trnas-acu_9",82,0,0,0,0,0,0,0,0
"15840","trnas-gcu_188",82,0,0,0,0,0,0,0,0
"15841","trnas-gcu_189",82,0,0,0,0,0,0,0,0
"15842","trnas-gcu_190",82,0,0,0,0,0,0,0,0
"15843","trnas-gcu_191",82,0,0,0,0,0,0,0,0
"15844","trnas-gcu_192",82,0,0,0,0,0,0,0,0
"15845","LOC103910729",2606,0,0,0,0,0,0,0,0
"15846","LOC137491074",4653,0,0,0,0,0,0,0,0
"15847","LOC137491073",2213,0,0,0,0,0,0,0,0
"15848","trnan-guu_216",74,0,0,0,0,0,0,0,0
"15849","trnak-cuu_226",73,0,0,0,0,0,0,0,0
"15850","trnan-guu_217",74,0,0,0,0,0,0,0,0
"15851","trnan-guu_218",74,0,0,0,0,0,0,0,0
"15852","trnak-cuu_227",73,0,0,0,0,0,0,0,0
"15853","trnan-guu_219",74,0,0,0,0,0,0,0,0
"15854","trnak-cuu_228",73,0,0,0,0,0,0,0,0
"15855","trnan-guu_220",74,0,0,0,0,0,0,0,0
"15856","trnan-guu_221",74,0,0,0,0,0,0,0,0
"15857","trnak-cuu_229",73,0,0,0,0,0,0,0,0
"15858","trnan-guu_222",74,0,0,0,0,0,0,0,0
"15859","trnak-cuu_230",73,0,0,0,0,0,0,0,0
"15860","LOC141381908",6526,0,0,0,0,0,0,0,0
"15861","LOC137491038",1891,0,0,0,0,0,0,0,0
"15862","LOC137489867",5238,0,0,0,0,0,0,0,0
"15863","trnar-acg_73",73,0,0,0,0,0,0,0,0
"15864","trnae-uuc_98",72,0,0,0,0,0,0,0,0
"15865","LOC141381789",11072,0,0,0,0,0,0,0,0
"15866","trnar-ccg_29",73,0,0,0,0,0,0,0,0
"15867","trnar-ucg_36",73,0,0,0,0,0,0,0,0
"15868","trnar-ucg_37",73,0,0,0,0,0,0,0,0
"15869","trnae-uuc_99",72,0,0,0,0,0,0,0,0
"15870","trnay-gua_103",73,0,0,0,0,0,0,0,0
"15871","trnae-cuc_108",72,0,0,0,0,0,0,0,0
"15872","trnay-gua_104",73,0,0,0,0,0,0,0,0
"15873","trnae-cuc_109",72,0,0,0,0,0,0,0,0
"15874","trnar-acg_74",73,0,0,0,0,0,0,0,0
"15875","trnae-uuc_100",72,0,0,0,0,0,0,0,0
"15876","trnay-gua_105",73,0,0,0,0,0,0,0,0
"15877","trnae-cuc_110",72,0,0,0,0,0,0,0,0
"15878","trnay-gua_106",73,0,0,0,0,0,0,0,0
"15879","trnae-cuc_111",72,0,0,0,0,0,0,0,0
"15880","trnar-acg_75",73,0,0,0,0,0,0,0,0
"15881","trnay-gua_107",73,0,0,0,0,0,0,0,0
"15882","trnae-cuc_112",72,0,0,0,0,0,0,0,0
"15883","trnar-acg_76",73,0,0,0,0,0,0,0,0
"15884","trnay-gua_108",73,0,0,0,0,0,0,0,0
"15885","trnae-cuc_113",72,0,0,0,0,0,0,0,0
"15886","trnar-acg_77",73,0,0,0,0,0,0,0,0
"15887","trnay-gua_109",73,0,0,0,0,0,0,0,0
"15888","trnae-cuc_114",72,0,0,0,0,0,0,0,0
"15889","trnar-acg_78",73,0,0,0,0,0,0,0,0
"15890","trnae-uuc_101",72,0,0,0,0,0,0,0,0
"15891","trnay-gua_110",73,0,0,0,0,0,0,0,0
"15892","trnae-cuc_115",72,0,0,0,0,0,0,0,0
"15893","trnae-uuc_102",72,0,0,0,0,0,0,0,0
"15894","trnar-acg_79",73,0,0,0,0,0,0,0,0
"15895","LOC103910690",2004,0,0,0,0,0,0,0,0
"15896","LOC141374994",2059,0,0,0,0,0,0,0,0
"15897","LOC137491022",3898,0,0,0,0,0,0,0,0
"15898","LOC108183674",6997,0,0,0,0,0,0,0,0
"15899","trnak-cuu_231",73,0,0,0,0,0,0,0,0
"15900","trnak-cuu_232",73,0,0,0,0,0,0,0,0
"15901","trnas-gcu_193",82,0,0,0,0,0,0,0,0
"15902","trnas-gcu_194",82,0,0,0,0,0,0,0,0
"15903","trnas-gcu_195",82,0,0,0,0,0,0,0,0
"15904","trnas-gcu_196",82,0,0,0,0,0,0,0,0
"15905","trnas-gcu_197",82,0,0,0,0,0,0,0,0
"15906","LOC108183703",1920,0,0,0,0,0,0,0,0
"15907","LOC103910688",1991,0,0,0,0,0,0,0,0
"15908","trnak-cuu_233",73,0,0,0,0,0,0,0,0
"15909","trnan-guu_223",74,0,0,0,0,0,0,0,0
"15910","trnan-guu_224",74,0,0,0,0,0,0,0,0
"15911","trnak-cuu_234",73,0,0,0,0,0,0,0,0
"15912","trnan-guu_225",74,0,0,0,0,0,0,0,0
"15913","trnak-cuu_235",73,0,0,0,0,0,0,0,0
"15914","trnan-guu_226",74,0,0,0,0,0,0,0,0
"15915","trnak-cuu_236",73,0,0,0,0,0,0,0,0
"15916","trnak-cuu_237",73,0,0,0,0,0,0,0,0
"15917","trnan-guu_227",74,0,0,0,0,0,0,0,0
"15918","trnak-cuu_238",73,0,0,0,0,0,0,0,0
"15919","znf1040",4316,0,0,0,0,0,0,0,0
"15920","LOC110439499",3384,0,0,0,0,0,0,0,0
"15921","LOC141375060",2505,0,0,0,0,0,0,0,0
"15922","LOC137491064",4598,0,0,0,0,0,0,0,0
"15923","trnar-ucu_88",73,0,0,0,0,0,0,0,0
"15924","trnal-uaa_11",82,0,0,0,0,0,0,0,0
"15925","LOC141381988",1770,0,0,0,0,0,0,0,0
"15926","trnaf-gaa_153",73,0,0,0,0,0,0,0,0
"15927","trnal-uaa_12",73,0,0,0,0,0,0,0,0
"15928","trnar-ucg_38",73,0,0,0,0,0,0,0,0
"15929","trnay-aua_1",73,0,0,0,0,0,0,0,0
"15930","trnae-cuc_116",72,0,0,0,0,0,0,0,0
"15931","LOC110439484",2595,0,0,0,0,0,0,0,0
"15932","LOC141381937",5273,0,0,0,0,0,0,0,0
"15933","LOC137491051",5584,0,0,0,0,0,0,0,0
"15934","LOC141381940",2281,0,0,0,0,0,0,0,0
"15935","trnat-agu_155",74,0,0,0,0,0,0,0,0
"15936","trnar-ucu_89",73,0,0,0,0,0,0,0,0
"15937","LOC137491028",7572,0,0,0,0,0,0,0,0
"15938","LOC141381929",2623,0,0,0,0,0,0,0,0
"15939","si:dkey-124l13.1",5383,0,0,0,0,0,0,0,0
"15940","trnal-aag_126",82,0,0,0,0,0,0,0,0
"15941","LOC137491441",1049,0,0,0,0,0,0,0,0
"15942","LOC137491063",805,0,0,0,0,0,0,0,0
"15943","LOC137491040",3777,0,0,0,0,0,0,0,0
"15944","LOC141381925",1235,0,0,0,0,0,0,0,0
"15945","trnat-agu_156",74,0,0,0,0,0,0,0,0
"15946","trnat-ugu_144",74,0,0,0,0,0,0,0,0
"15947","trnat-agu_157",74,0,0,0,0,0,0,0,0
"15948","trnat-ugu_145",74,0,0,0,0,0,0,0,0
"15949","trnar-ucu_90",73,0,0,0,0,0,0,0,0
"15950","trnat-agu_158",74,0,0,0,0,0,0,0,0
"15951","trnat-ugu_146",74,0,0,0,0,0,0,0,0
"15952","trnar-ucu_91",73,0,0,0,0,0,0,0,0
"15953","trnat-agu_159",74,0,0,0,0,0,0,0,0
"15954","trnat-ugu_147",74,0,0,0,0,0,0,0,0
"15955","trnar-ucu_92",73,0,0,0,0,0,0,0,0
"15956","trnat-agu_160",74,0,0,0,0,0,0,0,0
"15957","trnat-ugu_148",74,0,0,0,0,0,0,0,0
"15958","trnar-ucu_93",73,0,0,0,0,0,0,0,0
"15959","trnat-agu_161",74,0,0,0,0,0,0,0,0
"15960","trnat-ugu_149",74,0,0,0,0,0,0,0,0
"15961","trnaf-gaa_154",71,0,0,0,0,0,0,0,0
"15962","trnan-auu_6",74,0,0,0,0,0,0,0,0
"15963","trnaq-cug_184",72,0,0,0,0,0,0,0,0
"15964","trnaf-gaa_155",73,0,0,0,0,0,0,0,0
"15965","trnai-aau_217",74,0,0,0,0,0,0,0,0
"15966","trnaq-cug_185",72,0,0,0,0,0,0,0,0
"15967","trnaf-gaa_156",73,0,0,0,0,0,0,0,0
"15968","trnai-aau_218",74,0,0,0,0,0,0,0,0
"15969","trnaf-gaa_157",73,0,0,0,0,0,0,0,0
"15970","trnas-gcu_198",82,0,0,0,0,0,0,0,0
"15971","trnas-gcu_199",82,0,0,0,0,0,0,0,0
"15972","trnah-gug_112",72,0,0,0,0,0,0,0,0
"15973","trnak-uuu_216",73,0,0,0,0,0,0,0,0
"15974","trnas-uga_93",82,0,0,0,0,0,0,0,0
"15975","trnak-uuu_217",73,0,0,0,0,0,0,0,0
"15976","trnas-aga_182",82,0,0,0,0,0,0,0,0
"15977","trnah-gug_113",72,0,0,0,0,0,0,0,0
"15978","trnak-uuu_218",73,0,0,0,0,0,0,0,0
"15979","trnas-aga_183",82,0,0,0,0,0,0,0,0
"15980","LOC137491061",7560,0,0,0,0,0,0,0,0
"15981","LOC137491059",1085,0,0,0,0,0,0,0,0
"15982","LOC137491034",6853,0,0,0,0,0,0,0,0
"15983","LOC141381915",2524,0,0,0,0,0,0,0,0
"15984","crestin",4437,0,0,0,0,0,0,0,0
"15985","trnal-cag_224",83,0,0,0,0,0,0,0,0
"15986","trnav-aac_201",73,0,0,0,0,0,0,0,0
"15987","trnav-uac_43",73,0,0,0,0,0,0,0,0
"15988","trnak-uuu_219",73,0,0,0,0,0,0,0,0
"15989","trnas-aga_184",82,0,0,0,0,0,0,0,0
"15990","trnak-uuu_220",73,0,0,0,0,0,0,0,0
"15991","trnas-aga_185",82,0,0,0,0,0,0,0,0
"15992","trnah-gug_114",72,0,0,0,0,0,0,0,0
"15993","trnak-uuu_221",73,0,0,0,0,0,0,0,0
"15994","trnas-uga_94",82,0,0,0,0,0,0,0,0
"15995","LOC137491439",2840,0,0,0,0,0,0,0,0
"15996","trnav-aac_202",73,0,0,0,0,0,0,0,0
"15997","trnav-cac_187",73,0,0,0,0,0,0,0,0
"15998","trnal-cag_225",83,0,0,0,0,0,0,0,0
"15999","trnav-aac_203",73,0,0,0,0,0,0,0,0
"16000","trnav-cac_188",73,0,0,0,0,0,0,0,0
"16001","trnal-cag_226",83,0,0,0,0,0,0,0,0
"16002","trnav-aac_204",73,0,0,0,0,0,0,0,0
"16003","trnav-cac_189",73,0,0,0,0,0,0,0,0
"16004","trnal-cag_227",83,0,0,0,0,0,0,0,0
"16005","trnav-aac_205",73,0,0,0,0,0,0,0,0
"16006","trnav-cac_190",73,0,0,0,0,0,0,0,0
"16007","trnal-cag_228",83,0,0,0,0,0,0,0,0
"16008","trnav-cac_191",73,0,0,0,0,0,0,0,0
"16009","trnal-cag_229",83,0,0,0,0,0,0,0,0
"16010","trnav-aac_206",73,0,0,0,0,0,0,0,0
"16011","trnav-cac_192",73,0,0,0,0,0,0,0,0
"16012","trnal-cag_230",83,0,0,0,0,0,0,0,0
"16013","LOC137494484",160,0,0,0,0,0,0,0,0
"16014","LOC141381905",284,0,0,0,0,0,0,0,0
"16015","LOC137495040",107,0,0,0,0,0,0,0,0
"16016","LOC137495013",107,0,0,0,0,0,0,0,0
"16017","LOC137494998",107,0,0,0,0,0,0,0,0
"16018","LOC137494684",107,0,0,0,0,0,0,0,0
"16019","LOC137495042",107,0,0,0,0,0,0,0,0
"16020","LOC137494683",107,0,0,0,0,0,0,0,0
"16021","LOC137495016",107,0,0,0,0,0,0,0,0
"16022","LOC137494921",107,0,0,0,0,0,0,0,0
"16023","LOC137494682",107,0,0,0,0,0,0,0,0
"16024","LOC137494680",107,0,0,0,0,0,0,0,0
"16025","LOC137494787",107,0,0,0,0,0,0,0,0
"16026","LOC137495049",107,0,0,0,0,0,0,0,0
"16027","LOC137494920",107,0,0,0,0,0,0,0,0
"16028","LOC137495057",107,0,0,0,0,0,0,0,0
"16029","trnag-gcc_207",71,0,0,0,0,0,0,0,0
"16030","trnag-gcc_208",71,0,0,0,0,0,0,0,0
"16031","LOC101884513",6435,0,0,0,0,0,0,0,0
"16032","LOC141381839",2012,0,0,0,0,0,0,0,0
"16033","LOC141381944",2714,0,0,0,0,0,0,0,0
"16034","LOC110440044",2248,0,0,0,0,0,0,0,0
"16035","LOC141381845",2755,0,0,0,0,0,0,0,0
"16036","LOC100536422",4091,0,0,0,0,0,0,0,0
"16037","trnar-acg_80",73,0,0,0,0,0,0,0,0
"16038","trnae-cuc_117",72,0,0,0,0,0,0,0,0
"16039","trnay-gua_111",73,0,0,0,0,0,0,0,0
"16040","trnae-uuc_103",72,0,0,0,0,0,0,0,0
"16041","trnay-gua_112",73,0,0,0,0,0,0,0,0
"16042","trnae-uuc_104",72,0,0,0,0,0,0,0,0
"16043","trnar-acg_81",73,0,0,0,0,0,0,0,0
"16044","trnae-cuc_118",72,0,0,0,0,0,0,0,0
"16045","trnay-gua_113",73,0,0,0,0,0,0,0,0
"16046","trnae-uuc_105",72,0,0,0,0,0,0,0,0
"16047","trnar-ucg_39",73,0,0,0,0,0,0,0,0
"16048","trnar-ccg_30",73,0,0,0,0,0,0,0,0
"16049","trnar-ucg_40",73,0,0,0,0,0,0,0,0
"16050","trnar-ccg_31",73,0,0,0,0,0,0,0,0
"16051","trnat-agu_162",74,0,0,0,0,0,0,0,0
"16052","trnat-agu_163",74,0,0,0,0,0,0,0,0
"16053","trnat-ugu_150",74,0,0,0,0,0,0,0,0
"16054","trnap-cgg_51",72,0,0,0,0,0,0,0,0
"16055","trnap-agg_88",72,0,0,0,0,0,0,0,0
"16056","si:dkey-26m3.3",10986,0,0,0,0,0,0,0,0
"16057","LOC137491033",4405,0,0,0,0,0,0,0,0
"16058","trnas-cga_24",82,0,0,0,0,0,0,0,0
"16059","trnas-gcu_200",82,0,0,0,0,0,0,0,0
"16060","LOC110439500",441,0,0,0,0,0,0,0,0
"16061","LOC110439513",10309,0,0,0,0,0,0,0,0
"16062","LOC137491067",2133,0,0,0,0,0,0,0,0
"16063","LOC141381932",1531,0,0,0,0,0,0,0,0
"16064","LOC137491021",8109,0,0,0,0,0,0,0,0
"16065","LOC141381913",5226,0,0,0,0,0,0,0,0
"16066","LOC137489658",6876,0,0,0,0,0,0,0,0
"16067","LOC101884095",2110,0,0,0,0,0,0,0,0
"16068","si:ch211-203c5.3",5181,0,0,0,0,0,0,0,0
"16069","LOC137491056",1028,0,0,0,0,0,0,0,0
"16070","znf1117",1456,0,0,0,0,0,0,0,0
"16071","trnaa-cgc_2",71,0,0,0,0,0,0,0,0
"16072","trnag-gcc_209",71,0,0,0,0,0,0,0,0
"16073","trnag-ccc_96",71,0,0,0,0,0,0,0,0
"16074","trnag-gcc_210",71,0,0,0,0,0,0,0,0
"16075","trnag-gcc_211",71,0,0,0,0,0,0,0,0
