target,probe
NM_131310.3:128-2305,probe_abdb4c5f602f4cac30a0e9ab414d0994df00e8c334223b41a1d43a0a2e6b8b73
XM_009298837.3:278-4477,probe_ec8d34bf9d32934ea88329eba20e147d8f4d29c9cacbbae12d28f2615a5f7a59
NM_182857.2:93-4292,probe_ec8d34bf9d32934ea88329eba20e147d8f4d29c9cacbbae12d28f2615a5f7a59
XM_021478636.1:278-4534,probe_ec8d34bf9d32934ea88329eba20e147d8f4d29c9cacbbae12d28f2615a5f7a59
XM_021478637.1:278-4531,probe_ec8d34bf9d32934ea88329eba20e147d8f4d29c9cacbbae12d28f2615a5f7a59
NM_001045264.1:179-1996,probe_f9db66221e65b72036893a8091ae45947bb13f0f0e6290dd9b736950df95e33b
NM_001111212.1:51-1985,probe_4d67affaaafe927e6334a7e4cf5c755125f7c66a25f439c30bd9987797362117
NM_200589.2:1-4704,probe_fbeb70da1ad0cf6d52616979cd08be92a05d47cf04df9bcb3d5e00be7c90e790
NM_001199969.2:29-1534,probe_aae10abedc3ce83e37d707270e0da39b359f2739613b214a59d18f66bd1e25ac
NM_001128285.1:1-1599,probe_fab735b9f9f73e24dca2dd6df6d25359d296cf757182d243f5e82ca6c0e88a36
XM_005166772.4:353-2125,probe_fab735b9f9f73e24dca2dd6df6d25359d296cf757182d243f5e82ca6c0e88a36
NM_001386403.1:179-847,probe_f1588b69be5b8e3e96b6baadee191332459175caa37acdc464a58fd69bcc2ab3
XM_017351513.2:155-847,probe_f1588b69be5b8e3e96b6baadee191332459175caa37acdc464a58fd69bcc2ab3
XM_021466927.1:424-894,probe_f1588b69be5b8e3e96b6baadee191332459175caa37acdc464a58fd69bcc2ab3
NM_001042778.2:42-1553,probe_b9cfebe3f1d84499a1b8a8f7c0d64552c99b8f4786973b3ea398e2fde154c77b
XM_021467244.1:322-1299,probe_ebbfed49381fad3d753297e3651a5a23533587c2644e5b8176be1887fe07dd0a
XM_009292793.3:151-1812,probe_ebbfed49381fad3d753297e3651a5a23533587c2644e5b8176be1887fe07dd0a
NM_001114460.1:61-1725,probe_ebbfed49381fad3d753297e3651a5a23533587c2644e5b8176be1887fe07dd0a
NM_131264.1:230-3313,probe_f582afc334d632390d529875319e13e23b5a509444001536540d81999f30d0d6
XM_005160666.4:81-1478,probe_dfcd082dc7ca213ed22f95701ff207573110c81c01fe61942840c108a9768820
NM_001002345.1:57-1415,probe_dfcd082dc7ca213ed22f95701ff207573110c81c01fe61942840c108a9768820
XM_001341859.7:98-4654,probe_dad6f0a8cfc8b5e5a4368202b6df3b40eb4b9a21711525b67116b8ff9be51a92
NM_200305.1:301-1014,probe_fb3bdc767c1c73e35ab6bfd75eada6b10a5d7b17147a4b210d03459c366bf818
XM_009303365.3:371-1306,probe_fb3bdc767c1c73e35ab6bfd75eada6b10a5d7b17147a4b210d03459c366bf818
XM_009303366.2:386-1321,probe_fb3bdc767c1c73e35ab6bfd75eada6b10a5d7b17147a4b210d03459c366bf818
XM_021477435.1:386-1165,probe_fb3bdc767c1c73e35ab6bfd75eada6b10a5d7b17147a4b210d03459c366bf818
XM_002667046.6:23-1705,probe_ecbd92db7efdc9dd93fdf3ba1cd47983c230bcab657c25f187e8bddcb8201a17
XM_681540.8:319-18060,probe_fbd43786479e428169a9c0931a59282f42052958ee8e37c6dae52f1946f9d3a3
NM_001008575.1:140-1861,probe_f7cd26ff19a2193431ef5ec67b145ec6d035e2500ca992aaaa8852cdb4cff6ca
XM_005173334.4:239-1960,probe_f7cd26ff19a2193431ef5ec67b145ec6d035e2500ca992aaaa8852cdb4cff6ca
NM_001007356.1:19-1512,probe_e869e6e36330c52278995f42f09b1c307ea7dc4b5bb522e3484a5bc48fd3dc3a
NM_200246.1:37-960,probe_86595abd89a0f01cb0c3da236d8b7508397ee00e557f120c46c3dbc03fd17957
NM_001029951.2:198-1862,probe_c33104b36a3881e7a0cb1a7d82cf58adf4f552ec503c1526e62dfdf1dc8c7334
NM_001083546.3:131-2479,probe_67b5ba08136eb732c2ef2db845fa4459531a07ac6f7c566055f088b7c9803165
XM_009306787.3:150-2561,probe_67b5ba08136eb732c2ef2db845fa4459531a07ac6f7c566055f088b7c9803165
XM_009306786.3:150-2567,probe_67b5ba08136eb732c2ef2db845fa4459531a07ac6f7c566055f088b7c9803165
NM_212439.2:620-4816,probe_ad5beeca67fcf560575b2299f513694fc1d5decc196df01b99dd553e688825a0
NM_001128285.1:1-1599,probe_fedad6bb2bfef1734b336a061d9be9170b223200d87ddd10bc34beda5e10ebfb
XM_005166772.4:353-2125,probe_fedad6bb2bfef1734b336a061d9be9170b223200d87ddd10bc34beda5e10ebfb
NM_001003783.2:42-1016,probe_dd5f2041f1be96a6580f11094a2e7257451a6a8d02cad5ad0b98185c86105af7
XM_009307205.3:384-1715,probe_fd2079e5bef39997917021509a6568474d29a6f3f45b65de255e2e09a5031f7a
NM_001198772.1:59-2770,probe_675cbe0732b15b49f23f7807af616758474f186dac132356c8f9b2a5c751804c
NM_001079851.1:31-1530,probe_e3f5d824cff6141444d82fc462757cd37660fe9bbf03aa234d0bafe47cdbd354
NM_001020610.2:247-1818,probe_ad7b21e735d48de299f0747e28425f036dcb61a0c194462f5396b011e2ba9eaf
NM_001114849.1:353-1717,probe_ad7b21e735d48de299f0747e28425f036dcb61a0c194462f5396b011e2ba9eaf
NM_198910.1:89-1771,probe_854c8b9258607bdd72b54ce8650d25b5957a16cc6b930da3c20ffd66e8bfd5cf
XM_021474101.1:100-2346,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021474102.1:100-2328,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021474099.1:100-2394,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021474098.1:100-2421,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021471779.1:99-2420,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021471781.1:99-2345,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021471782.1:99-2327,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021471780.1:99-2393,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021477159.1:298-3237,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021477161.1:298-3162,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021477162.1:298-3144,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_009302472.3:298-3210,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021477160.1:298-3222,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
XM_021477163.1:291-3044,probe_edafbf93f0ec11093e14c235d9459b2887932e9592b0cd1a0d19569883bb648a
NM_001114586.2:355-7170,probe_f44f558d32c0840d3fc39d241bc1218930eae08f89fa53f36c9dc34949c9dc79
XM_005173080.4:164-7012,probe_f44f558d32c0840d3fc39d241bc1218930eae08f89fa53f36c9dc34949c9dc79
NM_001309465.1:199-7005,probe_ffb06b59b4764273907142af098f04defaaed11ada443635bca37f0eb957b16c
XM_009306372.3:258-4877,probe_f93c40a64a7935077e5549ef935098d330275fae60e0823f47e734137866861d
XM_009306374.3:262-3684,probe_f93c40a64a7935077e5549ef935098d330275fae60e0823f47e734137866861d
NM_001002353.1:72-1022,probe_c3ead3d58420486ccc880f63450e8ff0887cd7d4b1842e38bb2a891953848fed
XM_005163425.4:163-939,probe_c3ead3d58420486ccc880f63450e8ff0887cd7d4b1842e38bb2a891953848fed
XM_005163424.4:125-1075,probe_c3ead3d58420486ccc880f63450e8ff0887cd7d4b1842e38bb2a891953848fed
NM_131867.1:117-1586,probe_bb0160da91f263dbbd5b457c26e57508611564a068b6a4c4927621758361b3b7
NM_001002187.1:20-1375,probe_ff6e541a57b215a5358c795166a216b6283319a277c4147853253d17f519fe60
NM_001013565.1:46-1521,probe_ff6e541a57b215a5358c795166a216b6283319a277c4147853253d17f519fe60
NM_001256177.1:140-1615,probe_ff6e541a57b215a5358c795166a216b6283319a277c4147853253d17f519fe60
XM_021474229.1:152-2485,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
XM_021474228.1:135-4781,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
XM_009305874.3:152-2485,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
XM_005155760.4:135-4781,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
XM_021479751.1:152-2485,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
XM_021479750.1:135-4781,probe_dd67144a19ecb13d64afdb6d156b96a08f113eda017ea08bf90a31db5d625604
NM_200589.2:1-4704,probe_de68d43eb918c48218de30eae5cdb206368e31c63f57dc6d304012b99fb33efa
NM_198210.2:84-2465,probe_efa93242ab4c2555366c5f1f6180c9a0b9cd84fdc06ab4f61027eb3062b55af2
XM_009299438.3:288-2129,probe_fe0e280df1c7d5069be057752e80a285fffeea40edb76611164a337bd73dd68e
NM_152959.1:188-1897,probe_fe0e280df1c7d5069be057752e80a285fffeea40edb76611164a337bd73dd68e
XM_005170256.4:321-1943,probe_dd626fc9f8f4ee17f11dbc1cb862d0666fbbc109e0de797c3f94230165594a79
XM_021481270.1:301-1905,probe_dd626fc9f8f4ee17f11dbc1cb862d0666fbbc109e0de797c3f94230165594a79
XM_021481269.1:384-2003,probe_dd626fc9f8f4ee17f11dbc1cb862d0666fbbc109e0de797c3f94230165594a79
NM_201173.2:64-1602,probe_ce97cad221bc6a846890f92720e3b0161b66a510444a21877c542971e2952220
NM_001100403.1:334-3246,probe_f8924dd54ee7542ded13582a3df53a8895a7fc9c14901834c2db82299590f136
XM_017359015.2:196-1698,probe_eb15e8f09b6a0dc0af4bafa14244aa9d604905d43d45e3656793e3225c4d5a66
XM_021481023.1:207-1616,probe_eb15e8f09b6a0dc0af4bafa14244aa9d604905d43d45e3656793e3225c4d5a66
XM_005169592.4:225-1727,probe_eb15e8f09b6a0dc0af4bafa14244aa9d604905d43d45e3656793e3225c4d5a66
NM_001020554.1:199-1476,probe_eb15e8f09b6a0dc0af4bafa14244aa9d604905d43d45e3656793e3225c4d5a66
XM_001333968.7:829-2397,probe_db9023187ed05bbbb2b53c3f3c2d4dc7984b75e0f991d6b77671b0b69dcb8148
NM_001328513.1:22-1590,probe_db9023187ed05bbbb2b53c3f3c2d4dc7984b75e0f991d6b77671b0b69dcb8148
XM_005165229.4:554-8068,probe_f97b0f4c9078ec8388a29d1c3701bc5ffcd924c51198f0b15e2501eab4d48d4d
XM_005165231.4:554-8065,probe_f97b0f4c9078ec8388a29d1c3701bc5ffcd924c51198f0b15e2501eab4d48d4d
XM_005165230.4:554-8065,probe_f97b0f4c9078ec8388a29d1c3701bc5ffcd924c51198f0b15e2501eab4d48d4d
XM_021473128.1:1-1515,probe_e843223d889600c78e0649414c4b3712c6fc3d9dcf4ea88b5dd5b3eb60fb181e
NM_001079704.2:7-1515,probe_e843223d889600c78e0649414c4b3712c6fc3d9dcf4ea88b5dd5b3eb60fb181e
XM_005163733.4:375-1886,probe_e843223d889600c78e0649414c4b3712c6fc3d9dcf4ea88b5dd5b3eb60fb181e
XM_687463.8:709-2223,probe_e843223d889600c78e0649414c4b3712c6fc3d9dcf4ea88b5dd5b3eb60fb181e
NM_178299.1:1-2538,probe_99a54af055962cf7861bf98aff1825782ff60657cdeb608f867f7dbbe2108dbc
XM_005165121.4:929-3466,probe_99a54af055962cf7861bf98aff1825782ff60657cdeb608f867f7dbbe2108dbc
XM_021476023.1:471-3008,probe_99a54af055962cf7861bf98aff1825782ff60657cdeb608f867f7dbbe2108dbc
XM_005165120.4:543-3080,probe_99a54af055962cf7861bf98aff1825782ff60657cdeb608f867f7dbbe2108dbc
NM_001128234.1:239-1396,probe_d65af15b266dfcbbb66ad3a497741daf434b314aa800c4f9df87b06b6242efae
XM_009307624.3:398-1555,probe_d65af15b266dfcbbb66ad3a497741daf434b314aa800c4f9df87b06b6242efae
XM_009307205.3:384-1715,probe_0c63c2a9a7472319c3bf1b20bf058a21ded601e03bdcb3a24278bf21c80d15a4
NM_175043.2:19-1278,probe_ebc9026673aa17636ef5165a1f5d8e1398db270d74347c1becbb10544a6be21a
XM_009297037.3:422-1822,probe_ebc9026673aa17636ef5165a1f5d8e1398db270d74347c1becbb10544a6be21a
XM_005162369.4:225-1625,probe_ebc9026673aa17636ef5165a1f5d8e1398db270d74347c1becbb10544a6be21a
NM_001105670.1:1-1488,probe_f4bada7b281c37aa1c90c3fa68c41a24206f46b601efe3b3f04a8e45854e1f8d
NM_001128690.1:76-2034,probe_fc01cf830eac10d47f58a5d76172c5637e273ecd4858f2d142925e7dabb82ccb
XM_009298837.3:278-4477,probe_bc5d5ea85befd6b5c0f55f77563579dff3d8d9ebbb29f2d4c0235fd91445d8b5
NM_182857.2:93-4292,probe_bc5d5ea85befd6b5c0f55f77563579dff3d8d9ebbb29f2d4c0235fd91445d8b5
XM_021478636.1:278-4534,probe_bc5d5ea85befd6b5c0f55f77563579dff3d8d9ebbb29f2d4c0235fd91445d8b5
XM_021478637.1:278-4531,probe_bc5d5ea85befd6b5c0f55f77563579dff3d8d9ebbb29f2d4c0235fd91445d8b5
NM_001114586.2:355-7170,probe_ed93de89dea6eb55286c8de713968fe6dc5209e20818f6721ba70fa9068d7d7c
XM_005173080.4:164-7012,probe_ed93de89dea6eb55286c8de713968fe6dc5209e20818f6721ba70fa9068d7d7c
XM_681540.8:319-18060,probe_db82da86c657de784b1fac2ccdf62d96d747efa8db5f4c3967993e0e53e67e78
XM_021468920.1:302-2335,probe_ffd95b5bdcc2c5c3743f19d8518b6aaa176fd6a9d7d2baa285a7783ef3c2b904
NM_001037678.2:77-2110,probe_ffd95b5bdcc2c5c3743f19d8518b6aaa176fd6a9d7d2baa285a7783ef3c2b904
NM_001099246.2:100-5064,probe_801fd9a3e7dd37922be22dcda685d30db773d155d32825924b50d0fc2c558f77
XM_005156401.4:152-5173,probe_801fd9a3e7dd37922be22dcda685d30db773d155d32825924b50d0fc2c558f77
XM_021468042.1:155-2728,probe_f6b010d3412fb751c11398a5806e4a85e73504fbd32a9cd803a5a0e41fa686b1
XM_021468041.1:155-2785,probe_f6b010d3412fb751c11398a5806e4a85e73504fbd32a9cd803a5a0e41fa686b1
NM_213186.1:123-2756,probe_f6b010d3412fb751c11398a5806e4a85e73504fbd32a9cd803a5a0e41fa686b1
NM_001353348.1:16-1665,probe_fbbb7869b244f11c978d536ea6d628b700fb787c91199ddc15c0ec184dcb3270
XM_017352087.2:16-1665,probe_fbbb7869b244f11c978d536ea6d628b700fb787c91199ddc15c0ec184dcb3270
NM_199857.1:117-2639,probe_f8a9dfcbe356c271cdfe56e4d0cc9ff6d670a14653632e9c2604eb228ef65504
XM_021473870.1:303-1841,probe_e361f6f1ac72259a22cb764350c35f2c6a9ce5da63952565b2731eae518ad99e
XM_686725.7:301-1839,probe_e361f6f1ac72259a22cb764350c35f2c6a9ce5da63952565b2731eae518ad99e
NM_001045020.1:1-1011,probe_ce9a031d1997f316bf39c8ab6612891f37baabd1dee80a79bb802687493ea850
XM_009294893.3:281-1477,probe_ce9a031d1997f316bf39c8ab6612891f37baabd1dee80a79bb802687493ea850
NM_200490.1:32-1582,probe_946aee1f0254f316d67787d2a3f843625575a391adfd2c66bda02620b72ab29b
NM_213301.2:109-1659,probe_946aee1f0254f316d67787d2a3f843625575a391adfd2c66bda02620b72ab29b
NM_001045298.1:19-1494,probe_f6a00a10dee2f1a358a68e1642d3ea96b9f5e8fd2610063fd34f373e5ac11e48
XM_009298837.3:278-4477,probe_cd60aabf06a57b2de18605667b1d7258a75dbe02c838a7af50af45f78fbc410d
NM_182857.2:93-4292,probe_cd60aabf06a57b2de18605667b1d7258a75dbe02c838a7af50af45f78fbc410d
XM_021478636.1:278-4534,probe_cd60aabf06a57b2de18605667b1d7258a75dbe02c838a7af50af45f78fbc410d
XM_021478637.1:278-4531,probe_cd60aabf06a57b2de18605667b1d7258a75dbe02c838a7af50af45f78fbc410d
NM_214716.1:185-2686,probe_bc1432e90c767feed1eb40c4216c05b22cf4299a54a8de66549312d8489c6cf3
NM_001079954.2:211-2598,probe_fd70eded74b66c2f929d7423568bbb64b66045a492fd1bccc8a7aeb46b002986
XM_005164021.4:291-2675,probe_fd70eded74b66c2f929d7423568bbb64b66045a492fd1bccc8a7aeb46b002986
NM_131028.2:354-2717,probe_fd5dddbd311b0084d834a67e009376842ce7b6edc7289cf00b3ce22aec957528
NM_001430948.1:354-2750,probe_fd5dddbd311b0084d834a67e009376842ce7b6edc7289cf00b3ce22aec957528
XM_021466612.1:371-2767,probe_fd5dddbd311b0084d834a67e009376842ce7b6edc7289cf00b3ce22aec957528
NM_212811.1:102-1958,probe_ef103b2e2fb4a7cff593c64c26cf8437962b34970164947bd45525f8138f6630
NM_201342.1:9-1433,probe_fda4bcdbef0852a711ad7e16d46523f7d57390b7a9e920efe70eb70aba310ca9
XM_005158346.4:8-502,probe_f22fa26adaa427eb1ff899977d1fb1d18cb5c40c1f4bffa9eec16b9d3d25450c
NM_001002560.1:356-1045,probe_f22fa26adaa427eb1ff899977d1fb1d18cb5c40c1f4bffa9eec16b9d3d25450c
XM_005158344.4:366-1055,probe_f22fa26adaa427eb1ff899977d1fb1d18cb5c40c1f4bffa9eec16b9d3d25450c
XM_021474933.1:28-2097,probe_e0d6373eff89dd64c4fb01f7c245927c6cf961c9c31abf7b83eefd035b910633
NM_001348086.1:10-2079,probe_e0d6373eff89dd64c4fb01f7c245927c6cf961c9c31abf7b83eefd035b910633
NM_001020711.3:364-2604,probe_fcb586a365b849d81d83997389caf82bb92190693ac95b659d13cfc8f4269cb8
XM_009304974.3:328-4290,probe_eaef97c5d2a122d3c400389482a32f2defea9c676bfd783eca021a246d024cfa
XM_017354073.2:224-1735,probe_de191fb9bad8343bf06a51a135d41d0a88a896140b01c4806eb233d4be7fc0a8
NM_001007400.2:143-1654,probe_de191fb9bad8343bf06a51a135d41d0a88a896140b01c4806eb233d4be7fc0a8
NM_001077548.1:68-1591,probe_de191fb9bad8343bf06a51a135d41d0a88a896140b01c4806eb233d4be7fc0a8
XM_021466610.1:215-2464,probe_bd524a30e07fc3e4e08659969c900ef1b1bbae87b3ecb46b4a4973f68fb5e9d7
NM_001114586.2:355-7170,probe_fa2564476d49359c989b9b81e1f4fad69a538f3915e1d6e3516d1e404053cd3a
XM_005173080.4:164-7012,probe_fa2564476d49359c989b9b81e1f4fad69a538f3915e1d6e3516d1e404053cd3a
NM_001030154.1:25-4701,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005164706.4:589-5265,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005164707.4:590-5263,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005164705.4:590-5305,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_017355035.2:590-5302,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005164702.4:590-5341,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_017355034.2:591-5339,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005164701.4:591-5342,probe_bba50a69f05b71d4f196fb6d801b3c43ae327916ad70a57c89b4a970ddd6e69d
XM_005166214.4:158-2491,probe_d1a580f50e30e85f3059dca5e00f00737f6cadedf8ee37a6cb59a85b2f433fd1
XM_683131.7:158-2488,probe_d1a580f50e30e85f3059dca5e00f00737f6cadedf8ee37a6cb59a85b2f433fd1
XM_005157658.4:167-1813,probe_3bba4c6c944ffa1b75b7f514c792f5cc52809a9d0cea8d7b1c7e254b9ab0f8d0
NM_001278842.1:1-2394,probe_63a58680fcf22c52aed3d677a9bb334f2f690695675c89602202291390b3cb6f
XM_005156246.4:495-2660,probe_63a58680fcf22c52aed3d677a9bb334f2f690695675c89602202291390b3cb6f
XM_017358462.2:497-2890,probe_63a58680fcf22c52aed3d677a9bb334f2f690695675c89602202291390b3cb6f
NM_001076717.2:337-2151,probe_c52caf75868aeb4a7b1f32f3a91bafeffe220868381ded1aec913f5280267fd1
XM_021470222.1:351-2123,probe_c52caf75868aeb4a7b1f32f3a91bafeffe220868381ded1aec913f5280267fd1
NM_001291499.1:38-2059,probe_0480d48b99b09a6b1c0014f8855656039d6827a217c3bfaa5dede818e6d5ec45
XM_681540.8:319-18060,probe_fcf3d510d92e03e3a23e9f14ca187dfbb488fe0596e5dbd5c3d88a9021761027
NM_001079954.2:211-2598,probe_e404b5e9be7d79ee7bb4e6afc86b1220f1bdc6543f9d4e31a7f0f52dd53800eb
XM_005164021.4:291-2675,probe_e404b5e9be7d79ee7bb4e6afc86b1220f1bdc6543f9d4e31a7f0f52dd53800eb
XM_009302206.3:826-5349,probe_f2e698a94dbe6bd64bcd8fc8e6302dad4c2bcc17831faccf60548cd449e424b6
NM_213422.2:21-1631,probe_cac3c61437124513daf48b7d6213375924d42532733d6164fd17a6e853c0449c
NM_213231.1:238-2133,probe_d3043b771f0a925b319dc10d94343c58dcbaf455192879a9635e42b602088944
XM_005173768.4:453-2348,probe_d3043b771f0a925b319dc10d94343c58dcbaf455192879a9635e42b602088944
XM_001343182.8:558-2690,probe_ee14af6f8d81363bb7aa1294877a84981bd976253135217d9f96f69b1bdeceea
NM_153657.1:69-1874,probe_b0c19a766a42382aa70053b80382c05279269d4eae63d8a35499d859addc8153
NM_212720.2:231-1475,probe_fc29f1adf11796b5c2803fa10eb9405f1fdf27697ab525c69b97f3e70a3b0550
NM_201508.1:47-1603,probe_ff84b61b3cba35d6a79a310a989dc8a68216a79fac831fe1fbbb9a825d63627f
XM_005163231.4:81-1637,probe_ff84b61b3cba35d6a79a310a989dc8a68216a79fac831fe1fbbb9a825d63627f
XM_009297055.3:29-1648,probe_ff84b61b3cba35d6a79a310a989dc8a68216a79fac831fe1fbbb9a825d63627f
XM_681540.8:319-18060,probe_dc2cfbcf91f2e4b2d6542ede93f89a6f0d2cb29e63b273bb4d2750831ba67c72
NM_001005963.2:67-1575,probe_fa194645633e039a592c14e77b7bc9dd930e9fb98745b55b6dedc4c0fd44d0b3
XM_009302940.3:177-2345,probe_f9e8f4864ec23b2a308dbfa56efbe9216acc8ab3ab7aaeab41946c71379084e0
XM_009302939.3:1134-3305,probe_f9e8f4864ec23b2a308dbfa56efbe9216acc8ab3ab7aaeab41946c71379084e0
XM_009302938.3:1134-3350,probe_f9e8f4864ec23b2a308dbfa56efbe9216acc8ab3ab7aaeab41946c71379084e0
NM_131674.1:9-2222,probe_f9e8f4864ec23b2a308dbfa56efbe9216acc8ab3ab7aaeab41946c71379084e0
XM_003198146.5:245-4753,probe_e1cfc838e701f55cae4c750203920a71ab227388caae4ce5e3fa1c75dd1a5a6f
XM_017354804.2:238-4746,probe_e1cfc838e701f55cae4c750203920a71ab227388caae4ce5e3fa1c75dd1a5a6f
XM_021476336.1:209-1693,probe_f23028b9c39f32e19f9f5d42e1256cdd2567201e1626787f261555bc18d9eef7
XM_005171766.4:211-1695,probe_f23028b9c39f32e19f9f5d42e1256cdd2567201e1626787f261555bc18d9eef7
NM_001326699.1:45-1529,probe_f23028b9c39f32e19f9f5d42e1256cdd2567201e1626787f261555bc18d9eef7
NM_001005963.2:67-1575,probe_f8232936654bce9411fd4557dffabd0636e861142530a99c2958b5c953d51eed
NM_198210.2:84-2465,probe_af0d65ca09f92973df1a48a0a1a8c731c0fa2fd4bfef49d913b167888698fc5a
XM_021476336.1:209-1693,probe_ff19957a6ae0e2fc5e6c8ed9373eb5dda66e109f8f08806e727ef369904c593b
XM_005171766.4:211-1695,probe_ff19957a6ae0e2fc5e6c8ed9373eb5dda66e109f8f08806e727ef369904c593b
NM_001326699.1:45-1529,probe_ff19957a6ae0e2fc5e6c8ed9373eb5dda66e109f8f08806e727ef369904c593b
XM_687846.9:144-4637,probe_fda045805440e712a43ccde1ddff00c24fb43b9f50e5d73a647177316ce032b7
XM_021479799.1:145-4659,probe_fda045805440e712a43ccde1ddff00c24fb43b9f50e5d73a647177316ce032b7
XM_021470228.1:1-4515,probe_f2d6c2841f04728ad0ef2703ca18cfd6a55f624e7d73e86d41127dc3a596de74
NM_131777.1:196-4713,probe_f2d6c2841f04728ad0ef2703ca18cfd6a55f624e7d73e86d41127dc3a596de74
XM_009297338.3:322-4629,probe_f2d6c2841f04728ad0ef2703ca18cfd6a55f624e7d73e86d41127dc3a596de74
XM_009297336.3:460-4977,probe_f2d6c2841f04728ad0ef2703ca18cfd6a55f624e7d73e86d41127dc3a596de74
XM_021474101.1:100-2346,probe_ff2a43ebf0d19216f0c11750c7c6d577dfbdca7f21bae250aca6db4d4a4127f3
XM_021471781.1:99-2345,probe_ff2a43ebf0d19216f0c11750c7c6d577dfbdca7f21bae250aca6db4d4a4127f3
XM_021477161.1:298-3162,probe_ff2a43ebf0d19216f0c11750c7c6d577dfbdca7f21bae250aca6db4d4a4127f3
NM_001114586.2:355-7170,probe_c7d7e191ecf0cb0bfa23153224be34698d242ecc26fc3da27454594a2efe77a6
XM_005173080.4:164-7012,probe_c7d7e191ecf0cb0bfa23153224be34698d242ecc26fc3da27454594a2efe77a6
NM_001007038.1:1-3984,probe_ee8b987f6cbc63e5e03cfab478fe5b1a8e7bcad82fbd03f0b80ba5a0a841d711
NM_001123277.1:188-1729,probe_b79c37cbfb12f6fb6c1e572d566e2cc5baf798e9681e24f59b39d4539faee27a
XM_681540.8:319-18060,probe_ec53f58e564e4245227c08fc984906a96c0ef16874296b305e4d3c4dd8d4487e
NM_001128273.3:40-2028,probe_ce9b8350b44cb0d6e24dd50003c38a33b29a194ae7c734cf994641ba973e7dd9
XM_009301100.3:471-2459,probe_ce9b8350b44cb0d6e24dd50003c38a33b29a194ae7c734cf994641ba973e7dd9
NM_001080666.2:128-2062,probe_ce9b8350b44cb0d6e24dd50003c38a33b29a194ae7c734cf994641ba973e7dd9
XM_017354986.2:144-2060,probe_ce9b8350b44cb0d6e24dd50003c38a33b29a194ae7c734cf994641ba973e7dd9
NM_001135684.3:66-1832,probe_ce9b8350b44cb0d6e24dd50003c38a33b29a194ae7c734cf994641ba973e7dd9
NM_001025504.2:39-1859,probe_bfec0cf07a0e11f773d1439d9f695971b5945f00aaa0be7d5f105b0786f26c9a
NM_001007038.1:1-3984,probe_d3521c1ad81958aa261aab8ca991f8d61de33b02ad378ea64e225f5c6218d76b
NM_001198772.1:59-2770,probe_df3a1d46c781c1d5cd9906f5f3366787034d1366e71756c0b4fb44cf91805c42
XM_002666958.6:230-2086,probe_8e49aae9024a0c0aea61dd5f599e07f4122012d6cae2552ea5db10aaf33332ef
NM_199277.2:299-2194,probe_6caaebda339e7040d0ff314df541a943d92c43aea33b753c887f3ee0c95ffa8c
NM_001309465.1:199-7005,probe_ecdd2d9442a88132251cf14bc3252c2a908f6d6c432d9bc007b19920c2b6cbb7
NM_001083861.1:111-1793,probe_6915ee212fc0b35d67c150499704a1dd75d871f729132dc1e75226d9cb7ff4e1
